time,seconds_elapsed,z,y,x
1663862587408792000,0.1857919921875,10.994064331054688,2.546142578125,0.7359161376953125
1663862587418710300,0.195710205078125,11.618942260742188,2.764007568359375,1.3488311767578125
1663862587428598000,0.205597900390625,11.606979370117188,2.1558837890625,1.150115966796875
1663862587438485800,0.21548583984375,10.515228271484375,1.183837890625,0.3600311279296875
1663862587448373500,0.22537353515625,9.332489013671875,0.82470703125,-0.4420318603515625
1663862587458261000,0.235260986328125,8.846466064453125,1.200592041015625,-0.635955810546875
1663862587468118300,0.2451181640625,8.542404174804688,1.748870849609375,-0.61920166015625
1663862587478006000,0.255006103515625,8.274246215820312,2.3067169189453125,-0.7173614501953125
1663862587487893800,0.264893798828125,8.96856689453125,2.7879486083984375,-0.5593414306640625
1663862587497750800,0.274750732421875,9.543182373046875,2.627532958984375,-0.995086669921875
1663862587507608000,0.284608154296875,9.801742553710938,1.4352264404296875,-2.252044677734375
1663862587517465000,0.294465087890625,10.788162231445312,0.6259918212890625,-2.6518707275390625
1663862587527383300,0.30438330078125,11.487274169921875,0.1806640625,-2.4914703369140625
1663862587537240600,0.314240478515625,10.888717651367188,-0.121002197265625,-3.236053466796875
1663862587547128300,0.32412841796875,9.811325073242188,0.0753173828125,-3.889678955078125
1663862587557016000,0.33401611328125,9.342056274414062,1.021026611328125,-2.3645782470703125
1663862587566903800,0.34390380859375,8.698028564453125,2.90765380859375,0.0320281982421875
1663862587576791300,0.353791259765625,8.171295166015625,4.8541412353515625,1.509246826171875
1663862587586648600,0.363648681640625,8.628585815429688,4.825408935546875,1.1884307861328125
1663862587596566800,0.37356689453125,9.277420043945312,2.627532958984375,-0.456390380859375
1663862587606454500,0.38345458984375,9.768234252929688,0.259674072265625,-2.4603424072265625
1663862587616342300,0.39334228515625,8.530426025390625,0.1806640625,-2.991851806640625
1663862587626229800,0.403229736328125,7.05560302734375,2.0936279296875,-0.5497589111328125
1663862587636117500,0.413117431640625,7.0029296875,4.4207916259765625,1.509246826171875
1663862587646005200,0.423005126953125,8.525634765625,5.435943603515625,1.4757232666015625
1663862587655862500,0.432862548828125,10.388336181640625,4.15264892578125,-0.023040771484375
1663862587665750000,0.44275,10.062713623046875,1.9787139892578125,-1.1555023193359375
1663862587675637800,0.4526376953125,8.449020385742188,1.411285400390625,-1.476318359375
1663862587685525500,0.462525390625,7.050811767578125,2.917236328125,-0.7867889404296875
