version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,Redmi Note 7,2022-09-22_15-49-15,android,1.10.4,e4e41f0e-e8e3-417d-b0cc-1bfe531bea9e,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|10||10|10|10|10
